Player Name,Season Start, Salary,,,,
Ed Pinckney,1995,1926000.00,,,,
Armen Gilliam,1995,1920000.00,,,,
Kevin Edwards,1995,1920000.00,,,,
Rodney Rogers,1995,1920000.00,,,,
Terry Davis,1995,1920000.00,,,,
Blue Edwards,1995,1900000.00,,,,
Doug West,1995,1900000.00,,,,
Nick Van Exel,1995,1900000.00,,,,
Grant Long,1995,1860000.00,,,,
Craig Ehlo,1995,1855000.00,,,,
Reggie Williams,1995,1853000.00,,,,
Duane Causwell,1995,1830000.00,,,,
Vincent Askew,1995,1810000.00,,,,
Spud Webb,1995,1800000.00,,,,
George Lynch,1995,1760000.00,,,,
Rick Fox,1995,1750000.00,,,,
Vinny Del Negro,1995,1747000.00,,,,
Harold Miner,1995,1733000.00,,,,
Juwan Howard,1995,1702000.00,,,,
Tyrone Corbin,1995,1700000.00,,,,
Chuck Person,1995,1690000.00,,,,
Terry Dehere,1995,1680000.00,,,,
Greg Anthony,1995,1673000.00,,,,
Bobby Phills,1995,1658000.00,,,,
Adam Keefe,1995,1650000.00,,,,
Byron Scott,1995,1650000.00,,,,
Kevin Garnett,1995,1622000.00,,,,
John Starks,1995,1613000.00,,,,
Khalid Reeves,1995,1602000.00,,,,
Robert Horry,1995,1601000.00,,,,
Eddie Jones,1995,1600000.00,,,,
Victor Alexander,1995,1595000.00,,,,
Dell Curry,1995,1570000.00,,,,
Bryant Stith,1995,1550000.00,,,,
Lorenzo Williams,1995,1550000.00,,,,
Chris Gatling,1995,1540000.00,,,,
Matt Geiger,1995,1532000.00,,,,
Terry Porter,1995,1525000.00,,,,
Donald Royal,1995,1500000.00,,,,
Malik Sealy,1995,1495000.00,,,,
Rasheed Wallace,1995,1493000.00,,,,
Bryant Reeves,1995,1474000.00,,,,
Doug Christie,1995,1466000.00,,,,
Sasha Danilovic,1995,1455000.00,,,,
Kenny Gattison,1995,1450000.00,,,,
Mario Elie,1995,1450000.00,,,,
Pervis Ellison,1995,1430000.00,,,,
Popeye Jones,1995,1425000.00,,,,
Muggsy Bogues,1995,1350000.00,,,,
Damon Stoudamire,1995,1345000.00,,,,
Michael Smith,1995,1340000.00,,,,
Will Perdue,1995,1340000.00,,,,
Anthony Peeler,1995,1330000.00,,,,
Eric Mobley,1995,1328000.00,,,,
Scott Haskin,1995,1313000.00,,,,
Dale Ellis,1995,1310000.00,,,,
Robert Pack,1995,1304000.00,,,,
Carl Herrera,1995,1300000.00,,,,
Herb Williams,1995,1300000.00,,,,
Jeff Turner,1995,1300000.00,,,,
Jalen Rose,1995,1268000.00,,,,
Nate McMillan,1995,1265000.00,,,,
Shawn Respert,1995,1232000.00,,,,
David Benoit,1995,1200000.00,,,,
Donald Hodge,1995,1200000.00,,,,
Sean Rooks,1995,1200000.00,,,,
Yinka Dare,1995,1184000.00,,,,
Marty Conlon,1995,1165000.00,,,,
Terrell Brandon,1995,1155000.00,,,,
Doc Rivers,1995,1150000.00,,,,
Eric Piatkowski,1995,1138000.00,,,,
Ed O\'Bannon,1995,1133000.00,,,,
Greg Graham,1995,1120000.00,,,,
Hubert Davis,1995,1116000.00,,,,
Johnny Newman,1995,1100000.00,,,,
Kurt Thomas,1995,1071000.00,,,,
Brian Grant,1995,1050000.00,,,,
Acie Earl,1995,1040000.00,,,,
Chris Mills,1995,1040000.00,,,,
Corie Blount,1995,1040000.00,,,,
Doug Edwards,1995,1040000.00,,,,
Eric Montross,1995,1040000.00,,,,
James Robinson,1995,1040000.00,,,,
Joe Kleine,1995,1040000.00,,,,
Rex Walters,1995,1040000.00,,,,
Sam Cassell,1995,1040000.00,,,,
Scott Burrell,1995,1040000.00,,,,
Gary Trent,1995,1022000.00,,,,
Bimbo Coles,1995,1002000.00,,,,
Bill Wennington,1995,1000000.00,,,,
Derek Strong,1995,1000000.00,,,,
Eddie Johnson,1995,1000000.00,,,,
Jamie Watson,1995,1000000.00,,,,
Jon Koncak,1995,1000000.00,,,,
Mark Bryant,1995,1000000.00,,,,
Ricky Pierce,1995,1000000.00,,,,
Sam Mitchell,1995,1000000.00,,,,
Vernon Maxwell,1995,1000000.00,,,,
Latrell Sprewell,1995,975000.00,,,,
Cherokee Parks,1995,971000.00,,,,
Tom Hammonds,1995,970000.00,,,,
Lee Mayberry,1995,965000.00,,,,
P.J. Brown,1995,960000.00,,,,
Anthony Avent,1995,950000.00,,,,
George McCloud,1995,950000.00,,,,
Carlos Rogers,1995,930000.00,,,,
Don MacLean,1995,925000.00,,,,
Corliss Williamson,1995,923000.00,,,,
Bill Curley,1995,913000.00,,,,
Tony Dumas,1995,910000.00,,,,
Haywoode Workman,1995,900000.00,,,,
Randy Brown,1995,900000.00,,,,
Eric Williams,1995,876000.00,,,,
Aaron McKie,1995,845000.00,,,,
Avery Johnson,1995,845000.00,,,,
B.J. Tyler,1995,845000.00,,,,
Clifford Rozier,1995,845000.00,,,,
Dickey Simpkins,1995,845000.00,,,,
Duane Ferrell,1995,845000.00,,,,
Kevin Gamble,1995,845000.00,,,,
Monty Williams,1995,845000.00,,,,
Wesley Person,1995,845000.00,,,,
Brent Barry,1995,833000.00,,,,
Brooks Thompson,1995,825000.00,,,,
Antonio Davis,1995,800000.00,,,,
Byron Houston,1995,800000.00,,,,
Steve Kerr,1995,800000.00,,,,
Alan Henderson,1995,791000.00,,,,
Roy Tarpley,1995,775000.00,,,,
Ervin Johnson,1995,767000.00,,,,
Bob Sura,1995,752000.00,,,,
Scott Brooks,1995,750000.00,,,,
Lucious Harris,1995,725000.00,,,,
Charlie Ward,1995,722000.00,,,,
Pete Chilcutt,1995,700000.00,,,,
Vern Fleming,1995,700000.00,,,,
Randolph Childress,1995,682000.00,,,,
Terry Cummings,1995,650000.00,,,,
Zan Tabak,1995,650000.00,,,,
Michael Finley,1995,628000.00,,,,
Jason Caffey,1995,627000.00,,,,
George Zidek,1995,603000.00,,,,
Doug Overton,1995,600000.00,,,,
Pete Myers,1995,600000.00,,,,
Stacey King,1995,600000.00,,,,
Travis Best,1995,580000.00,,,,
David Wingate,1995,560000.00,,,,
Loren Meyer,1995,556000.00,,,,
Anthony Miller,1995,550000.00,,,,
Keith Askins,1995,550000.00,,,,
Tony Massenburg,1995,550000.00,,,,
David Vaughn,1995,534000.00,,,,
Jim McIlvaine,1995,525000.00,,,,
Bo Outlaw,1995,500000.00,,,,
Gary Grant,1995,500000.00,,,,
Mitchell Butler,1995,500000.00,,,,
Sean Higgins,1995,500000.00,,,,
Sherell Ford,1995,500000.00,,,,
Tony Smith,1995,500000.00,,,,
Vincenzo Esposito,1995,500000.00,,,,
Greg Ostertag,1995,498000.00,,,,
Cory Alexander,1995,490000.00,,,,
Brad Lohaus,1995,485000.00,,,,
Greg Anderson,1995,485000.00,,,,
Mario Bennett,1995,480000.00,,,,
Gerald Glass,1995,475000.00,,,,
Doug Smith,1995,450000.00,,,,
Chucky Brown,1995,425000.00,,,,
Darrick Martin,1995,425000.00,,,,
Antonio Lang,1995,423000.00,,,,
Stefano Rusconi,1995,415000.00,,,,
Antonio Harvey,1995,400000.00,,,,
LeRon Ellis,1995,400000.00,,,,
Rick Mahorn,1995,400000.00,,,,
Anthony Bowie,1995,370000.00,,,,
Randolph Keys,1995,363000.00,,,,
Rafael Addison,1995,360000.00,,,,
Charles Jones,1995,350000.00,,,,
Chris Childs,1995,350000.00,,,,
Darrell Armstrong,1995,350000.00,,,,
David Wood,1995,350000.00,,,,
Derrick Alston,1995,350000.00,,,,
Greg Foster,1995,350000.00,,,,
John Crotty,1995,350000.00,,,,
Greg Minor,1995,325000.00,,,,
Andy Toolson,1995,310000.00,,,,
Alton Lister,1995,300000.00,,,,
Bob McCann,1995,300000.00,,,,
Bryon Russell,1995,300000.00,,,,
David Wesley,1995,300000.00,,,,
Eric Riley,1995,300000.00,,,,
Jimmy King,1995,300000.00,,,,
Jud Buechler,1995,300000.00,,,,
Junior Burrough,1995,300000.00,,,,
Lawrence Moten,1995,280000.00,,,,
Jon Barry,1995,275000.00,,,,
Keith Tower,1995,263000.00,,,,
Jerome Kersey,1995,255000.00,,,,
Brent Price,1995,250000.00,,,,
Donnie Boyce,1995,250000.00,,,,
Greg Sutton,1995,250000.00,,,,
Steve Scheffler,1995,250000.00,,,,
Tim Legler,1995,250000.00,,,,
Tracy Murray,1995,250000.00,,,,
Andrew DeClercq,1995,230000.00,,,,
Adrian Caldwell,1995,225000.00,,,,
Alvin Robertson,1995,225000.00,,,,
Anthony Cook,1995,225000.00,,,,
Anthony Tucker,1995,225000.00,,,,
Ashraf Amaya,1995,225000.00,,,,
Charles Smith,1995,225000.00,,,,
Chris King,1995,225000.00,,,,
Darrin Hancock,1995,225000.00,,,,
Dell Demps,1995,225000.00,,,,
Dontonio Wingfield,1995,225000.00,,,,
Dwayne Schintzius,1995,225000.00,,,,
Eldridge Recasner,1995,225000.00,,,,
Fred Roberts,1995,225000.00,,,,
Jack Haley,1995,225000.00,,,,
James Edwards,1995,225000.00,,,,
Joe Courtney,1995,225000.00,,,,
Joe Wolf,1995,225000.00,,,,
Marques Bragg,1995,225000.00,,,,
Matt Bullard,1995,225000.00,,,,
Richard Dumas,1995,225000.00,,,,
Robert Werdann,1995,225000.00,,,,
Ron Grandison,1995,225000.00,,,,
Tim Breaux,1995,225000.00,,,,
Todd Mundt,1995,225000.00,,,,
Tyus Edney,1995,210000.00,,,,
Chris Carr,1995,200000.00,,,,
Clint McDaniel,1995,200000.00,,,,
Donny Marshall,1995,200000.00,,,,
Eric Snow,1995,200000.00,,,,
Frankie King,1995,200000.00,,,,
Fred Hoiberg,1995,200000.00,,,,
Jerome Allen,1995,200000.00,,,,
John Amaechi,1995,200000.00,,,,
John Coker,1995,200000.00,,,,
Logan Vander Velden,1995,200000.00,,,,
Mark Davis,1995,200000.00,,,,
Martin Lewis,1995,200000.00,,,,
Rastko Cvetkovic,1995,200000.00,,,,
Terrence Rencher,1995,200000.00,,,,
Michael Jordan,1996,30140000.00,,,,
Horace Grant,1996,14857000.00,,,,
Reggie Miller,1996,11250000.00,,,,
Shaquille O\'Neal,1996,10714000.00,,,,
Gary Payton,1996,10212000.00,,,,
David Robinson,1996,9952000.00,,,,
Juwan Howard,1996,9750000.00,,,,
Hakeem Olajuwon,1996,9655000.00,,,,
Alonzo Mourning,1996,9380000.00,,,,
Dennis Rodman,1996,9000000.00,,,,
Dikembe Mutombo,1996,8013000.00,,,,
Chris Webber,1996,8000000.00,,,,
Elden Campbell,1996,7000000.00,,,,
Kevin Johnson,1996,7000000.00,,,,
Latrell Sprewell,1996,7000000.00,,,,
Otis Thorpe,1996,7000000.00,,,,
Danny Manning,1996,6833000.00,,,,
Derrick Coleman,1996,6739000.00,,,,
Anfernee Hardaway,1996,6655000.00,,,,
Dale Davis,1996,6508000.00,,,,
John Stockton,1996,6000000.00,,,,
Clyde Drexler,1996,5500000.00,,,,
Sean Elliott,1996,5333000.00,,,,
Dino Radja,1996,5313000.00,,,,
Antonio Davis,1996,5200000.00,,,,
Shawn Bradley,1996,5130000.00,,,,
Grant Hill,1996,5025000.00,,,,
Larry Johnson,1996,5004000.00,,,,
Allan Houston,1996,5000000.00,,,,
A.C. Green,1996,4851000.00,,,,
Charles Barkley,1996,4695000.00,,,,
Karl Malone,1996,4657000.00,,,,
Danny Ferry,1996,4643000.00,,,,
Glenn Robinson,1996,4640000.00,,,,
Christian Laettner,1996,4500000.00,,,,
Steve Smith,1996,4500000.00,,,,
Jason Kidd,1996,4408000.00,,,,
Kenny Anderson,1996,4175000.00,,,,
Hot Rod Williams,1996,4151000.00,,,,
Harvey Grant,1996,4111000.00,,,,
Chris Dudley,1996,4100000.00,,,,
Brian Shaw,1996,4000000.00,,,,
Rik Smits,1996,4000000.00,,,,
Toni Kukoc,1996,3960000.00,,,,
Jim Jackson,1996,3900000.00,,,,
Ron Harper,1996,3840000.00,,,,
Jamal Mashburn,1996,3833000.00,,,,
Kendall Gill,1996,3800000.00,,,,
Nick Anderson,1996,3790000.00,,,,
Billy Owens,1996,3773000.00,,,,
Vin Baker,1996,3765000.00,,,,
Rony Seikaly,1996,3752000.00,,,,
Isaiah Rider,1996,3610000.00,,,,
Sherman Douglas,1996,3594000.00,,,,
Mitch Richmond,1996,3575000.00,,,,
Charles Smith,1996,3557000.00,,,,
Tyrone Hill,1996,3480000.00,,,,
Wayman Tisdale,1996,3475000.00,,,,
Mark Price,1996,3409000.00,,,,
Bryant Stith,1996,3400000.00,,,,
Dana Barros,1996,3400000.00,,,,
Donyell Marshall,1996,3360000.00,,,,
Detlef Schrempf,1996,3333000.00,,,,
Shawn Kemp,1996,3300000.00,,,,
LaPhonso Ellis,1996,3294000.00,,,,
Dee Brown,1996,3250000.00,,,,
Stanley Roberts,1996,3250000.00,,,,
Calbert Cheaney,1996,3200000.00,,,,
Lionel Simmons,1996,3194000.00,,,,
Olden Polynice,1996,3140000.00,,,,
Loy Vaught,1996,3100000.00,,,,
Mahmoud Abdul-Rauf,1996,3100000.00,,,,
Sharone Wright,1996,3100000.00,,,,
Joe Dumars,1996,3075000.00,,,,
Bobby Hurley,1996,3068000.00,,,,
Chris Gatling,1996,3047000.00,,,,
Rod Strickland,1996,3036000.00,,,,
Dennis Scott,1996,3000000.00,,,,
Derrick McKey,1996,3000000.00,,,,
Jim McIlvaine,1996,3000000.00,,,,
Patrick Ewing,1996,3000000.00,,,,
Clifford Robinson,1996,2924000.00,,,,
Todd Day,1996,2915000.00,,,,
Mark Jackson,1996,2900000.00,,,,
Ken Norman,1996,2869000.00,,,,
Chris Mullin,1996,2844000.00,,,,
Mookie Blaylock,1996,2800000.00,,,,
Joe Smith,1996,2794000.00,,,,
Luc Longley,1996,2790000.00,,,,
Sam Perkins,1996,2730000.00,,,,
Pooh Richardson,1996,2721000.00,,,,
Lamond Murray,1996,2700000.00,,,,
Robert Pack,1996,2700000.00,,,,
Felton Spencer,1996,2694000.00,,,,
Arvydas Sabonis,1996,2640000.00,,,,
Hersey Hawkins,1996,2604000.00,,,,
Charles Oakley,1996,2600000.00,,,,
Chris Childs,1996,2600000.00,,,,
Antonio McDyess,1996,2545000.00,,,,
Chris Morris,1996,2500000.00,,,,
Sarunas Marciulionis,1996,2500000.00,,,,
Tim Hardaway,1996,2500000.00,,,,
Stacey Augmon,1996,2480000.00,,,,
Terry Mills,1996,2457000.00,,,,
Marcus Camby,1996,2434000.00,,,,
B.J. Armstrong,1996,2400000.00,,,,
Cedric Ceballos,1996,2400000.00,,,,
Scott Williams,1996,2400000.00,,,,
Jeff Hornacek,1996,2396000.00,,,,
Gheorghe Muresan,1996,2363000.00,,,,
Dan Majerle,1996,2350000.00,,,,
Andrew Lang,1996,2332000.00,,,,
Armen Gilliam,1996,2317000.00,,,,
Antoine Carr,1996,2300000.00,,,,
Terry Davis,1996,2300000.00,,,,
Jerry Stackhouse,1996,2286000.00,,,,
Kevin Edwards,1996,2280000.00,,,,
Rodney Rogers,1996,2280000.00,,,,
Allen Iverson,1996,2267000.00,,,,
Grant Long,1996,2260000.00,,,,
Jayson Williams,1996,2250000.00,,,,
Scottie Pippen,1996,2250000.00,,,,
John Salley,1996,2225000.00,,,,
Duane Causwell,1996,2215000.00,,,,
Shareef Abdur-Rahim,1996,2186000.00,,,,
Blue Edwards,1996,2100000.00,,,,
George Lynch,1996,2090000.00,,,,
Chuck Person,1996,2060000.00,,,,
Rasheed Wallace,1996,2060000.00,,,,
Reggie Williams,1996,2048000.00,,,,
Vinny Del Negro,1996,2023000.00,,,,
Elliot Perry,1996,2000000.00,,,,
Mark West,1996,2000000.00,,,,
P.J. Brown,1996,2000000.00,,,,
Vincent Askew,1996,2000000.00,,,,
Adam Keefe,1996,1950000.00,,,,
John Starks,1996,1913000.00,,,,
Terry Dehere,1996,1905000.00,,,,
Nick Van Exel,1996,1900000.00,,,,
Sasha Danilovic,1996,1892000.00,,,,
Greg Anthony,1996,1875000.00,,,,
Bobby Phills,1996,1808000.00,,,,
Eddie Jones,1996,1800000.00,,,,
Greg Minor,1996,1800000.00,,,,
Ray Allen,1996,1785000.00,,,,
Don MacLean,1996,1780000.00,,,,
Pervis Ellison,1996,1760000.00,,,,
Khalid Reeves,1996,1752000.00,,,,
Rick Fox,1996,1750000.00,,,,
Malik Sealy,1996,1732000.00,,,,
Lindsey Hunter,1996,1715000.00,,,,
Robert Horry,1996,1703000.00,,,,
Donald Royal,1996,1700000.00,,,,
Tracy Murray,1996,1700000.00,,,,
Bryant Reeves,1996,1695000.00,,,,
Ervin Johnson,1996,1636000.00,,,,
Antoine Walker,1996,1620000.00,,,,
Brent Price,1996,1600000.00,,,,
Dale Ellis,1996,1600000.00,,,,
Popeye Jones,1996,1581000.00,,,,
Michael Smith,1996,1570000.00,,,,
Jalen Rose,1996,1560000.00,,,,
Carl Herrera,1996,1550000.00,,,,
Damon Stoudamire,1996,1547000.00,,,,
Will Perdue,1996,1544000.00,,,,
Anthony Peeler,1996,1540000.00,,,,
Frank Brickowski,1996,1500000.00,,,,
Kevin Willis,1996,1500000.00,,,,
Lorenzen Wright,1996,1480000.00,,,,
Michael Cage,1996,1473000.00,,,,
Kenny Gattison,1996,1450000.00,,,,
Yinka Dare,1996,1448000.00,,,,
Shawn Respert,1996,1417000.00,,,,
Bimbo Coles,1996,1400000.00,,,,
Mario Elie,1996,1400000.00,,,,
Eric Piatkowski,1996,1363000.00,,,,
Kerry Kittles,1996,1356000.00,,,,
Doug Christie,1996,1355000.00,,,,
Nate McMillan,1996,1355000.00,,,,
Greg Graham,1996,1330000.00,,,,
Terrell Brandon,1996,1312000.00,,,,
Ed O\'Bannon,1996,1303000.00,,,,
Derek Harper,1996,1300000.00,,,,
Randy Brown,1996,1300000.00,,,,
Hubert Davis,1996,1295000.00,,,,
Brian Grant,1996,1293000.00,,,,
Eric Montross,1996,1280000.00,,,,
Samaki Walker,1996,1246000.00,,,,
Kurt Thomas,1996,1238000.00,,,,
Acie Earl,1996,1235000.00,,,,
Chris Mills,1996,1235000.00,,,,
Corie Blount,1996,1235000.00,,,,
Joe Kleine,1996,1235000.00,,,,
Rex Walters,1996,1235000.00,,,,
Sam Cassell,1996,1235000.00,,,,
Johnny Newman,1996,1225000.00,,,,
Eddie Johnson,1996,1200000.00,,,,
Lucious Harris,1996,1200000.00,,,,
Marty Conlon,1996,1200000.00,,,,
Ricky Pierce,1996,1200000.00,,,,
Sean Rooks,1996,1200000.00,,,,
Kevin Gamble,1996,1196000.00,,,,
Buck Williams,1996,1193000.00,,,,
Erick Dampier,1996,1184000.00,,,,
Gary Trent,1996,1176000.00,,,,
Jon Koncak,1996,1150000.00,,,,
Mark Bryant,1996,1150000.00,,,,
Carlos Rogers,1996,1144000.00,,,,
Todd Fuller,1996,1125000.00,,,,
Tony Dumas,1996,1120000.00,,,,
Brooks Thompson,1996,1118000.00,,,,
George McCloud,1996,1100000.00,,,,
Lee Mayberry,1996,1100000.00,,,,
Haywoode Workman,1996,1080000.00,,,,
Tom Hammonds,1996,1070000.00,,,,
Vitaly Potapenko,1996,1068000.00,,,,
Corliss Williamson,1996,1051000.00,,,,
Aaron McKie,1996,1040000.00,,,,
Avery Johnson,1996,1040000.00,,,,
B.J. Tyler,1996,1040000.00,,,,
Clifford Rozier,1996,1040000.00,,,,
Dickey Simpkins,1996,1040000.00,,,,
Duane Ferrell,1996,1040000.00,,,,
Monty Williams,1996,1040000.00,,,,
Wesley Person,1996,1040000.00,,,,
Kobe Bryant,1996,1015000.00,,,,
Eric Williams,1996,1008000.00,,,,
Bill Wennington,1996,1000000.00,,,,
Jamie Watson,1996,1000000.00,,,,
Robert Parish,1996,1000000.00,,,,
Vernon Maxwell,1996,1000000.00,,,,
Eric Mobley,1996,992000.00,,,,
Brent Barry,1996,958000.00,,,,
Lorenzo Williams,1996,940000.00,,,,
Steve Nash,1996,916000.00,,,,
Alan Henderson,1996,910000.00,,,,
Charlie Ward,1996,888000.00,,,,
Bob Sura,1996,864000.00,,,,
Jermaine O\'Neal,1996,827000.00,,,,
Theo Ratliff,1996,821000.00,,,,
Zan Tabak,1996,800000.00,,,,
John Wallace,1996,785000.00,,,,
Randolph Childress,1996,784000.00,,,,
Herb Williams,1996,757000.00,,,,
Steve Kerr,1996,750000.00,,,,
Walter McCarty,1996,750000.00,,,,
Michael Finley,1996,723000.00,,,,
Zydrunas Ilgauskas,1996,720000.00,,,,
Jason Caffey,1996,700000.00,,,,
Pete Chilcutt,1996,700000.00,,,,
Dontae\' Jones,1996,691000.00,,,,
Travis Best,1996,666000.00,,,,
Roy Rogers,1996,664000.00,,,,
Keith Askins,1996,650000.00,,,,
Loren Meyer,1996,639000.00,,,,
Dwayne Schintzius,1996,625000.00,,,,
David Vaughn,1996,614000.00,,,,
Derek Fisher,1996,612000.00,,,,
Bo Outlaw,1996,600000.00,,,,
Mitchell Butler,1996,600000.00,,,,
Greg Anderson,1996,584000.00,,,,
Danny Schayes,1996,575000.00,,,,
Greg Ostertag,1996,573000.00,,,,
Jerome Williams,1996,568000.00,,,,
David Wingate,1996,560000.00,,,,
Mario Bennett,1996,555000.00,,,,
Brian Evans,1996,551000.00,,,,
Priest Lauderdale,1996,548000.00,,,,
Cory Alexander,1996,521000.00,,,,
Antonio Lang,1996,520000.00,,,,
David Benoit,1996,508000.00,,,,
Alton Lister,1996,500000.00,,,,
Chucky Brown,1996,500000.00,,,,
Dontonio Wingfield,1996,500000.00,,,,
Gary Grant,1996,500000.00,,,,
Jud Buechler,1996,500000.00,,,,
Sherell Ford,1996,500000.00,,,,
Donny Marshall,1996,450000.00,,,,
Tim Legler,1996,450000.00,,,,
Greg Foster,1996,420000.00,,,,
Darrell Armstrong,1996,410000.00,,,,
Martin Muursepp,1996,401000.00,,,,
Chris Whitney,1996,400000.00,,,,
Don Reid,1996,400000.00,,,,
Joe Wolf,1996,400000.00,,,,
Michael Curry,1996,400000.00,,,,
Rick Mahorn,1996,400000.00,,,,
Bryon Russell,1996,385000.00,,,,
Darrick Martin,1996,375000.00,,,,
Craig Ehlo,1996,360000.00,,,,
David Wesley,1996,350000.00,,,,
Jimmy King,1996,330000.00,,,,
Lawrence Moten,1996,321000.00,,,,
Ed Pinckney,1996,300000.00,,,,
Shawnelle Scott,1996,300000.00,,,,
Howard Eisley,1996,298000.00,,,,
Fred Hoiberg,1996,297000.00,,,,
Andrew DeClercq,1996,276000.00,,,,
Steve Scheffler,1996,275000.00,,,,
Xavier McDaniel,1996,254000.00,,,,
Antonio Harvey,1996,247500.00,,,,
Ashraf Amaya,1996,247500.00,,,,
Ben Wallace,1996,247500.00,,,,
Brent Scott,1996,247500.00,,,,
Byron Scott,1996,247500.00,,,,
Carl Thomas,1996,247500.00,,,,
Charles Jones,1996,247500.00,,,,
Chris Jent,1996,247500.00,,,,
Darrin Hancock,1996,247500.00,,,,
David Wood,1996,247500.00,,,,
Derek Strong,1996,247500.00,,,,
Dominique Wilkins,1996,247500.00,,,,
Donnie Boyce,1996,247500.00,,,,
Doug Edwards,1996,247500.00,,,,
Doug Overton,1996,247500.00,,,,
Eldridge Recasner,1996,247500.00,,,,
Eric Leckner,1996,247500.00,,,,
Eric Snow,1996,247500.00,,,,
Fred Roberts,1996,247500.00,,,,
Gerald Wilkins,1996,247500.00,,,,
Greg Dreiling,1996,247500.00,,,,
Isaac Austin,1996,247500.00,,,,
Ivano Newbill,1996,247500.00,,,,
Jaren Jackson,1996,247500.00,,,,
Jerome Allen,1996,247500.00,,,,
Jerome Kersey,1996,247500.00,,,,
Jon Barry,1996,247500.00,,,,
Keith Jennings,1996,247500.00,,,,
Kevin Duckworth,1996,247500.00,,,,
Kevin Salvadori,1996,247500.00,,,,
Larry Stewart,1996,247500.00,,,,
LaSalle Thompson,1996,247500.00,,,,
Litterial Green,1996,247500.00,,,,
Lou Roe,1996,247500.00,,,,
Mark Bradtke,1996,247500.00,,,,
Mark Davis,1996,247500.00,,,,
Mark Strickland,1996,247500.00,,,,
Marty Conlon,1996,247500.00,,,,
Matt Bullard,1996,247500.00,,,,
Matt Fish,1996,247500.00,,,,
Matt Maloney,1996,247500.00,,,,
Mike Peplowski,1996,247500.00,,,,
Oliver Miller,1996,247500.00,,,,
Othella Harrington,1996,247500.00,,,,
Reggie Jordan,1996,247500.00,,,,
Rex Chapman,1996,247500.00,,,,
Rich Manning,1996,247500.00,,,,
Rumeal Robinson,1996,247500.00,,,,
Sam Mack,1996,247500.00,,,,
Scott Brooks,1996,247500.00,,,,
Tony Farmer,1996,247500.00,,,,
Tony Massenburg,1996,247500.00,,,,
Tracy Moore,1996,247500.00,,,,
Tyrone Corbin,1996,247500.00,,,,
Tyus Edney,1996,247500.00,,,,
Voshon Lenard,1996,247500.00,,,,
Walt Williams,1996,247500.00,,,,
Willie Burton,1996,247500.00,,,,
Mark Hendrickson,1996,247000.00,,,,
Amal McCaskill,1996,220000.00,,,,
Ben Davis,1996,220000.00,,,,
Brett Szabo,1996,220000.00,,,,
Chris Robinson,1996,220000.00,,,,
Darvin Ham,1996,220000.00,,,,
Donald Whiteside,1996,220000.00,,,,
Emanual Davis,1996,220000.00,,,,
Erick Strickland,1996,220000.00,,,,
James Scott,1996,220000.00,,,,
Marcus Brown,1996,220000.00,,,,
Randy Livingston,1996,220000.00,,,,
Ray Owes,1996,220000.00,,,,
Reggie Geary,1996,220000.00,,,,
Shandon Anderson,1996,220000.00,,,,
Steve Hamer,1996,220000.00,,,,
Travis Knight,1996,220000.00,,,,
Brooks Thompson,1996,214300.00,,,,
Earl Cureton,1996,205200.00,,,,
John Long,1996,205200.00,,,,
Kenny Smith,1996,190100.00,,,,
Lloyd Daniels,1996,184100.00,,,,
Henry James,1996,181100.00,,,,
Stephen Howard,1996,181100.00,,,,
Aaron Williams,1996,169000.00,,,,
Robert Werdann,1996,166000.00,,,,
Gaylon Nickerson,1996,152900.00,,,,
Devin Gray,1996,150200.00,,,,
Michael Jordan,1997,33140000.00,,,,
Patrick Ewing,1997,20500000.00,,,,
Horace Grant,1997,14285714.00,,,,
Shaquille O\'Neal,1997,12857143.00,,,,
David Robinson,1997,12397440.00,,,,
Juwan Howard,1997,11250000.00,,,,
Gary Payton,1997,10514688.00,,,,
Dikembe Mutombo,1997,9615187.00,,,,
Chris Webber,1997,9000000.00,,,,
Shawn Kemp,1997,8600000.00,,,,
Larry Johnson,1997,8460714.00,,,,
Derrick Coleman,1997,8002800.00,,,,
Kevin Johnson,1997,8000000.00,,,,
Latrell Sprewell,1997,7770000.00,,,,
Anfernee Hardaway,1997,7580000.00,,,,
Elden Campbell,1997,7000000.00,,,,
Danny Manning,1997,6833333.00,,,,
Allan Houston,1997,6000000.00,,,,
Robert Horry,1997,6000000.00,,,,
Grant Hill,1997,5850000.00,,,,
Otis Thorpe,1997,5700000.00,,,,
Glenn Robinson,1997,5510000.00,,,,
Tom Gugliotta,1997,5500000.00,,,,
Steve Smith,1997,5400000.00,,,,
Sean Elliott,1997,5333333.00,,,,
Jason Kidd,1997,5223333.00,,,,
Karl Malone,1997,5118578.00,,,,
John Starks,1997,5112500.00,,,,
Christian Laettner,1997,5050000.00,,,,
Kenny Anderson,1997,5010000.00,,,,
Brian Grant,1997,5000000.00,,,,
John Stockton,1997,5000000.00,,,,
Vlade Divac,1997,4833333.00,,,,
Glen Rice,1997,4702000.00,,,,
Harvey Grant,1997,4671875.00,,,,
Jim Jackson,1997,4600000.00,,,,
Ron Harper,1997,4560000.00,,,,
Toni Kukoc,1997,4560000.00,,,,
Hot Rod Williams,1997,4550000.00,,,,
Dennis Rodman,1997,4500000.00,,,,
Kendall Gill,1997,4400000.00,,,,
Billy Owens,1997,4225200.00,,,,
Isaiah Rider,1997,4210000.00,,,,
Jeff Hornacek,1997,4195000.00,,,,
Tyrone Hill,1997,4110000.00,,,,
